state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
arizona,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arizona,rutabaga,Swede,Prime Time,Prime Time,Last Chance,,,,,,,,,Starting Now
arizona,sage,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arizona,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
arizona,shallots,Shallots,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arizona,shell-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arizona,sorrel,X,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
arizona,spinach,Spinach,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
arizona,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,strawberries,Strawberry,,Starting Now,Prime Time,Last Chance,,,,,,,,
arizona,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arizona,sunchokes,Jerusalem artichoke,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,,,,,
arizona,sweet-potatoes,Sweet potato,Prime Time,Prime Time,Last Chance,,,,,,,,,Starting Now
arizona,tangerines,X,,,,,,,,,,,Starting Now,Last Chance
arizona,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
arizona,thyme,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,tomatillos,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,tomatoes,Tomato,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arizona,turnips,Turnip,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arizona,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arizona,watermelon,Watermelon,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arizona,winter-squash,Pumpkin,,,,,,,,,Starting Now,Prime Time,Last Chance,
arizona,zucchini,Zucchini,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,
arkansas,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,arugula,Rocket,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,asian-pears,Asian pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
arkansas,asparagus,Asparagus,,,,Starting Now,Last Chance,,,,,,,
arkansas,basil,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,beets,Beetroot,,,,Starting Now,Last Chance,,,,,,Starting Now,Last Chance
arkansas,black-eyed-peas,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,blackberries,Blackberry,,,,,,Starting Now,Last Chance,,,,,
arkansas,blueberries,Blueberry,,,,,,Starting Now,Last Chance,,,,,
arkansas,bok-choy,Bok choy,Last Chance,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time
arkansas,boysenberries,Boysenberry,,,,,,Starting Now,Last Chance,,,,,
arkansas,brambles,X,,,,,,Starting Now,Last Chance,,,,,
arkansas,broccoli,Broccoli,,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Last Chance
arkansas,brussels-sprouts,Brussels sprouts,,,,,,,,,,Starting Now,Prime Time,Last Chance
arkansas,cabbage,White cabbage,Last Chance,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time
arkansas,cantaloupe,Cantaloupe,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
arkansas,carrots,Carrot,,,,,Starting Now,Last Chance,,,,,Prime Time,
arkansas,cauliflower,Cauliflower,,,,,Prime Time,,,,,,,
arkansas,celery,Celery,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,celery-root,Celeriac,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,chard,Chard,,,,Prime Time,,,,,,,Prime Time,
arkansas,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
arkansas,chicories,Chicory,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,cilantro,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arkansas,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,cucumbers,Cucumber,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,edamame,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,endive,Endive,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,fava-beans,X,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,
arkansas,fennel,Fennel,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
arkansas,garlic,X,,,,,Starting Now,Prime Time,Last Chance,,,,,
arkansas,garlic-scapes,X,,,,,,Prime Time,,,,,,
arkansas,gooseberries,Gooseberry,,,,,,Starting Now,Last Chance,,,,,
arkansas,grapes,Grapes,,,,,,,Starting Now,Prime Time,Last Chance,,,
arkansas,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,green-onions,Green onion,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
arkansas,ground-cherries,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,horseradish,Horseradish,Prime Time,Last Chance,,,,,,,,,,Starting Now
arkansas,kale,Kale,,,Starting Now,Last Chance,,,,,,,Starting Now,Last Chance
arkansas,kohlrabi,Kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arkansas,lamb's-quarters,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arkansas,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,leeks,Leek,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,lettuce,Lettuce,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,lima-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,melons,Melon,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,mint,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
arkansas,mushrooms,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,mustard-greens,X,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,nectarines,Nectarine,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,nettles,X,,,Starting Now,Last Chance,,,,,,,,
arkansas,okra,Okra,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,onions,Onion,,,,,Starting Now,Last Chance,,,,,,
arkansas,oregano,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,parsley,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
arkansas,parsnips,Parsnip,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,pawpaw,Pawpaw,,,,,,,,Starting Now,Last Chance,,,
arkansas,pea-shoots,X,,,,Starting Now,Last Chance,,,,,,,
arkansas,peaches,Peach,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,pears,Pear,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
arkansas,peas,Peas,,,,Starting Now,Last Chance,,,,,,Starting Now,Last Chance
arkansas,pecans,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arkansas,peppers,Bell pepper,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,plums,Plum,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,potatoes,Potato,,,,,Starting Now,Prime Time,Last Chance,,,,,
arkansas,pumpkin,Pumpkin,,,,,,,,,Starting Now,Prime Time,Last Chance,
arkansas,purslane,Purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arkansas,radicchio,Radicchio,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,radishes,Radish,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Last Chance
arkansas,rapini,Rapini,Last Chance,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
arkansas,raspberries,Raspberry,,,,,,Prime Time,,,,,,
arkansas,rhubarb,Rhubarb,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
arkansas,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,rutabaga,Swede,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
arkansas,sage,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
arkansas,shallots,Shallots,,,,,,Starting Now,Last Chance,,,,,
arkansas,shell-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,snap-peas,Sugar snaps,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,snow-peas,Snow peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,sorrel,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,spinach,Spinach,,,Starting Now,Last Chance,,,,,,,Starting Now,Last Chance
arkansas,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arkansas,strawberries,Strawberry,,,,,Starting Now,Last Chance,,,,,,
arkansas,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,sunchokes,Jerusalem artichoke,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
arkansas,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Prime Time,Last Chance,,
arkansas,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
arkansas,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,tomatillos,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,tomatoes,Tomato,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,turnips,Turnip,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,watermelon,Watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
arkansas,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
arkansas,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
northern-california,apples,Apple,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
northern-california,apricots,Abricot,,,,,Starting Now,Prime Time,Last Chance,,,,,
northern-california,artichokes,Artichoke,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,arugula,Rocket,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,asian-pears,Asian pears,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,asparagus,Asparagus,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
northern-california,avocados,Avocado,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,beets,Beetroot,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,blackberries,Blackberry,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,blueberries,Blueberry,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
northern-california,bok-choy,Bok choy,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,boysenberries,Boysenberry,,,,,,Starting Now,Last Chance,,,,,
northern-california,brambles,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,broccoli,Broccoli,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,brussels-sprouts,Brussels sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,burdock,X,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,cabbage,White cabbage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cactus-pears,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cantaloupe,Cantaloupe,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cardoons,Cardoons,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time
northern-california,carrots,Carrot,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cauliflower,Cauliflower,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,celery,Celery,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,celery-root,Celeriac,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,chard,Chard,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cherimoyas,X,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
northern-california,cherries,Cherry,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
northern-california,chestnuts,X,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,chickpeas,X,,,,Starting Now,Last Chance,,,,,,,
northern-california,chicories,Chicory,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
northern-california,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cilantro,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,citrus,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,clementines,X,Prime Time,Last Chance,,,,,,,,,,Starting Now
northern-california,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,cucumbers,Cucumber,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,dates,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,edamame,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,endive,Endive,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,fava-beans,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
northern-california,fennel,Fennel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,fiddleheads,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
northern-california,figs,Fig,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
northern-california,garlic,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,garlic-scapes,X,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
northern-california,ginger,X,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,gooseberries,Gooseberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,grapefruit,Grapefruit,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now
northern-california,grapes,Grapes,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
northern-california,green-onions,Green onion,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,guava,X,,,,,,,,,,,Starting Now,Last Chance
northern-california,horseradish,Horseradish,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,kale,Kale,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,kiwi,Kiwi,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,kohlrabi,Kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
northern-california,kumquats,X,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,,
northern-california,lamb's-quarters,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
northern-california,leeks,Leek,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lemongrass,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,lemons,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lettuce,Lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,limes,X,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
northern-california,loquats,Loquat,,,,,Starting Now,Last Chance,,,,,,
northern-california,mandarins,Mandarine,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
northern-california,mangoes,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,melons,Melon,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,mint,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,moringa,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,mustard-greens,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,nectarines,Nectarine,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
