state,vegetable,January,February,March,April,May,June,July,August,September,October,November,December
arkansas,asian-pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
arkansas,asparagus,,,,Starting Now,Last Chance,,,,,,,
arkansas,basil,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,beets,,,,Starting Now,Last Chance,,,,,,Starting Now,Last Chance
arkansas,black-eyed-peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,blackberries,,,,,,Starting Now,Last Chance,,,,,
arkansas,blueberries,,,,,,Starting Now,Last Chance,,,,,
arkansas,bok-choy,Last Chance,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time
arkansas,boysenberries,,,,,,Starting Now,Last Chance,,,,,
arkansas,brambles,,,,,,Starting Now,Last Chance,,,,,
arkansas,broccoli,,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Last Chance
arkansas,brussels-sprouts,,,,,,,,,,Starting Now,Prime Time,Last Chance
arkansas,cabbage,Last Chance,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time
arkansas,cantaloupe,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
arkansas,carrots,,,,,Starting Now,Last Chance,,,,,Prime Time,
arkansas,cauliflower,,,,,Prime Time,,,,,,,
arkansas,celery,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,celery-root,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,chard,,,,Prime Time,,,,,,,Prime Time,
arkansas,cherries,,,,,,Starting Now,Last Chance,,,,,
arkansas,chicories,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,chili-peppers,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,cilantro,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arkansas,collard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,corn,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,cucumbers,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,edamame,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,eggplant,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,endive,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,fava-beans,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,
arkansas,fennel,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
arkansas,garlic,,,,,Starting Now,Prime Time,Last Chance,,,,,
arkansas,garlic-scapes,,,,,,Prime Time,,,,,,
arkansas,gooseberries,,,,,,Starting Now,Last Chance,,,,,
arkansas,grapes,,,,,,,Starting Now,Prime Time,Last Chance,,,
arkansas,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,green-onions,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
arkansas,ground-cherries,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,horseradish,Prime Time,Last Chance,,,,,,,,,,Starting Now
arkansas,kale,,,Starting Now,Last Chance,,,,,,,Starting Now,Last Chance
arkansas,kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
arkansas,lamb's-quarters,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arkansas,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,leeks,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,lettuce,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,
arkansas,lima-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,melons,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
arkansas,mint,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
arkansas,mushrooms,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,mustard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,nectarines,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,nettles,,,Starting Now,Last Chance,,,,,,,,
arkansas,okra,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,onions,,,,,Starting Now,Last Chance,,,,,,
arkansas,oregano,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,parsley,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
arkansas,parsnips,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,pawpaw,,,,,,,,Starting Now,Last Chance,,,
arkansas,pea-shoots,,,,Starting Now,Last Chance,,,,,,,
arkansas,peaches,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,pears,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
arkansas,peas,,,,Starting Now,Last Chance,,,,,,Starting Now,Last Chance
arkansas,pecans,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arkansas,peppers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,plums,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,potatoes,,,,,Starting Now,Prime Time,Last Chance,,,,,
arkansas,pumpkin,,,,,,,,,Starting Now,Prime Time,Last Chance,
arkansas,purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
arkansas,radicchio,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time
arkansas,radishes,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Last Chance
arkansas,rapini,Last Chance,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
arkansas,raspberries,,,,,,Prime Time,,,,,,
arkansas,rhubarb,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
arkansas,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,rutabaga,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
arkansas,sage,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
arkansas,shallots,,,,,,Starting Now,Last Chance,,,,,
arkansas,shell-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
arkansas,snap-peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,snow-peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,sorrel,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,spinach,,,Starting Now,Last Chance,,,,,,,Starting Now,Last Chance
arkansas,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
arkansas,strawberries,,,,,Starting Now,Last Chance,,,,,,
arkansas,summer-squash,,,,,,Starting Now,Prime Time,Last Chance,,,,
arkansas,sunchokes,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
arkansas,sweet-potatoes,,,,,,,,Starting Now,Prime Time,Last Chance,,
arkansas,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
arkansas,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,tomatillos,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,tomatoes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
arkansas,turnips,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
arkansas,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
arkansas,watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
arkansas,winter-squash,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
arkansas,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
northern-california,apples,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
northern-california,apricots,,,,,Starting Now,Prime Time,Last Chance,,,,,
northern-california,artichokes,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,arugula,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,asian-pears,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,asparagus,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
northern-california,avocados,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,beets,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,blackberries,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,blueberries,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
northern-california,bok-choy,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,boysenberries,,,,,,Starting Now,Last Chance,,,,,
northern-california,brambles,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,broccoli,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,brussels-sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,burdock,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,cabbage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cactus-pears,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cantaloupe,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cardoons,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time
northern-california,carrots,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cauliflower,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,celery,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,celery-root,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,chard,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,cherimoyas,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
northern-california,cherries,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
northern-california,chestnuts,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,chickpeas,,,,Starting Now,Last Chance,,,,,,,
northern-california,chicories,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
northern-california,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,cilantro,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,citrus,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,clementines,Prime Time,Last Chance,,,,,,,,,,Starting Now
northern-california,collard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,cucumbers,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,dates,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,edamame,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,eggplant,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,endive,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,fava-beans,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
northern-california,fennel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,fiddleheads,,,Starting Now,Prime Time,Last Chance,,,,,,,
northern-california,figs,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
northern-california,garlic,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,garlic-scapes,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
northern-california,ginger,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,gooseberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,grapefruit,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,,Starting Now
northern-california,grapes,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
northern-california,green-onions,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,guava,,,,,,,,,,,Starting Now,Last Chance
northern-california,horseradish,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,kale,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,kiwi,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,kohlrabi,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
northern-california,kumquats,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,,
northern-california,lamb's-quarters,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
northern-california,leeks,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lemongrass,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,lemons,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,lettuce,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,limes,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
northern-california,loquats,,,,,Starting Now,Last Chance,,,,,,
northern-california,mandarins,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time
northern-california,mangoes,,,,,,Starting Now,Prime Time,Last Chance,,,,
northern-california,melons,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,mint,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,moringa,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,mustard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,nectarines,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,nettles,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now
northern-california,nopales,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,okra,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,olives,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
northern-california,onions,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,orach,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,oranges,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,oregano,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,parsley,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,parsnips,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
northern-california,peaches,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
northern-california,peanuts,,,,,,,Starting Now,Last Chance,,,,
northern-california,pears,Starting Now,Prime Time,Prime Time,Last Chance,,,,Starting Now,Prime Time,Prime Time,Last Chance,
northern-california,peas,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,pecans,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,peppers,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
northern-california,persimmons,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
northern-california,pigeon-peas,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,pistachios,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,plums,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,pomegranates,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
northern-california,potatoes,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,pummelo,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time
northern-california,purslane,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
northern-california,quince,,,,,,,,,Starting Now,Prime Time,Last Chance,
northern-california,radicchio,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
northern-california,radishes,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
